ID,Name,First Air Date,Overview,Popularity,Vote Average,Vote Count,Poster_URL,Backdrop_URL
262247,Kamen Rider Fourze,2011-09-04,"After discovering technology that transforms him into the hero Kamen Rider Fourze, high school student Gentaro Kisaragi forms a special club called the ""Kamen Rider Club"" to combat the evil forces infiltrating their school, and along the way, makes friends with everyone he meets.",1.6817,10.0,1,https://image.tmdb.org/t/p/w500/jgPm3pvDgmYH3FOqFrZnCJjs8sD.jpg,https://image.tmdb.org/t/p/w780/38ggDUA3BTmUZ3IQyckoV9mlUDs.jpg
42361,Tokumei Sentai Go-Busters,2012-02-26,"New CE 2012. the mysterious organization Vagras aims to threaten the city by stealing the Enetron which is a new power source supporting people’s life. It's up to the Go-Busters to protect the city alongside their partners, the Buddyroids.",4.2902,7.125,16,https://image.tmdb.org/t/p/w500/5z8xQxlrS074NPSjlngFzYhM5t0.jpg,https://image.tmdb.org/t/p/w780/aOasd5CZ4qFMfm5XL7PhIMYj1q4.jpg
43199,Danger 5,2012-02-27,"Set in a bizarre, 1960's inspired version of World War II, the action comedy series follows the finest group of spies the Allies have to offer on a mission to kill Adolf Hitler.",1.3736,7.373,67,https://image.tmdb.org/t/p/w500/qPfORQ0E1c9qWiRzKaD6bTmX3r0.jpg,https://image.tmdb.org/t/p/w780/5DoUE20asv2gdd1TYCDmIrlUi1i.jpg
78591,Hikonin Sentai Akibaranger,2012-04-06,"A beautiful-yet-awkward genius recruits three otaku to protect Akihabara. Powered only by their own delusions, and aiming to be acknowledged as a true Sentai team, they become the Unofficial Sentai, Akibaranger!",3.1708,8.2,12,https://image.tmdb.org/t/p/w500/fT5Zg4QozU5AhrxdhAXrAUiz7Nn.jpg,https://image.tmdb.org/t/p/w780/kESijGSMntyboKF193JY8U4jrEi.jpg
126110,Dragon Force,2012-05-25,"In 2026, human science and technology are highly developed, solar energy, geothermal energy, wind energy and other environmentally friendly energy sources are widely promoted. People live rich and satisfied. Suddenly one day, the genius inventor Dr. J detected that these environmentally friendly energy sources suddenly disappeared. Mankind has fallen into a major ecological crisis. The environmental protection base decided to select a group of outstanding members to form a steel flying dragon to investigate the causes of the global environmental crisis.",3.7524,7.0,1,https://image.tmdb.org/t/p/w500/igokvajiRgBPMmsm0Rm9NH7iFu2.jpg,https://image.tmdb.org/t/p/w780/AmmSTK9huJClbwaWqxSIfWVhLi8.jpg
139654,Kamen Rider Wizard,2012-09-02,"Phantoms, monstrous beings born out of the hopelessness and despair of humans, have been appearing and causing chaos. Battle mage Haruto Soma, uses the magical Wizard rings to turn into Kamen Rider Wizard and fight to protect the light of hope. Why did he undertake this fate? And what is the Phantoms' goal?",1.6348,10.0,2,https://image.tmdb.org/t/p/w500/sJzKAatHFCYYx8MgKdbdxMZuTOn.jpg,https://image.tmdb.org/t/p/w780/pykICaIHB88WxoDZ20u3MNpZMXL.jpg
280136,快乐酷宝,2012-12-29,,0.8218,10.0,1,https://image.tmdb.org/t/p/w500/nMqv6O52RP2J4VKlxYsGL4HxPoB.jpg,https://image.tmdb.org/t/p/w780/4ScSoAbvWPgm7iHEcAQPCAmRUiU.jpg
85236,Neo Ultra Q,2013-01-12,"Ultra Q has returned, and continues investigations of monstrous appearances and strange ecological phenomenons.",0.8943,9.2,4,https://image.tmdb.org/t/p/w500/djEI8o2F2GaFPaJlpEXrgtShBZI.jpg,https://image.tmdb.org/t/p/w780/hgE9oHz2R0uKxpB0VqZDDFofZKf.jpg
95503,Zyuden Sentai Kyoryuger,2013-02-17,"The Deboth Army who invaded the Earth in the time of the dinosaurs has revived. Wise God Torin selects 5 brave individuals who can defeat their respective Zyudenryu and give them powers to become the “People of the Strong Dragons”, Kyoryuger.",5.0948,6.8,13,https://image.tmdb.org/t/p/w500/v44FiDxb8p9695BAsQLbLocv6bl.jpg,https://image.tmdb.org/t/p/w780/1mkEozbN99hnd09ZgiIDbPFAfQD.jpg
204825,Kamen Rider × Super Sentai × Space Sheriff: Super Hero Taisen Otsu!: Heroo! Answers,2013-04-12,"To promote the movie Kamen Rider × Super Sentai × Space Sheriff: Super Hero Taisen Z, Toei released a series of Internet clips under the collective title Kamen Rider × Super Sentai × Space Sheriff: Super Hero Taisen Otsu!: Heroo! Answers (ネット版 仮面ライダー× スーパー戦隊×宇宙刑事 スーパーヒーロー大戦乙!(おつ) ～Heroo!知恵袋～, Nettoban Kamen Raidā × Sūpā Sentai × Uchū Keiji: Supā Hīrō Taisen Otsu! ~Hīrō! Chiebukuro~). The net movies also featured characters from Tsuburaya Productions and Marvel Comics. Toei Tokusatsu BB and TV Asahi began distribution on April 12, 2013.",0.6333,10.0,1,https://image.tmdb.org/t/p/w500/jEHJGbAqA75lRfBVNJX1a4LlIvb.jpg,
57047,Kamen Teacher,2013-07-07,"Gota Araki begins work at a new high school. He is assigned to the school's notorious 2nd Year, Class C as their homeroom teacher. All of the students in Class C are violent delinquents, who have no respect for authority figures. Gota Araki quickly becomes acclimated with the students during his first day. He is beaten by his students, but he doesn't fight back. Gota Araki wants to breakthrough the student's tough outer shells, but he soon discovers that the students are more wounded than he could ever imagine. Gota Araki then turns to his mask. Will it take power or heart to change his students?",0.8276,4.6,5,https://image.tmdb.org/t/p/w500/oVLu9cKHlpOlpteOG1RtZl3Jc0m.jpg,https://image.tmdb.org/t/p/w780/bW07azbdjPm3upl7FuNoxQwVwML.jpg
68693,Ultraman Ginga,2013-07-10,All of the Ultraman and monsters have been turned into figures known as Spark Dolls and become scattered throughout the universe. A young man named Hikaru Raido finds an item called the Ginga Spark which not only allows him to become Ultraman Ginga but also allows him to go UltLive with the figures to revert them to their rightful size and become one with them. Hikaru fights with his friends to uncover the darkness behind the Spark Dolls. Alien Nackie drops a clue that the wielder of darkness resides in their very elementary school.,2.159,8.3,11,https://image.tmdb.org/t/p/w500/9rSmq3OJKogKNwXeJz6OFOEMDpO.jpg,https://image.tmdb.org/t/p/w780/szA2Jx8y7wBqjeyW44IUWTIa0nd.jpg
204826,Kamen Rider Wizard in Magic Land Seriously!?,2013-07-12,"To promote the film, Toei is releasing a series of online shorts titled Kamen Rider Wizard in Magica Land (ネット版 仮面ライダーウィザード イン マジか!?ランド, Netto-ban Kamen Raidā Wizādo In Maji ka!? Rando, (マジか!?, Maji ka!?) means ""Really!?""), featuring several unbelievable stories. The Kamen Rider Cops (仮面ライダー刑事（デカ）, Kamen Raidā Deka) films feature past Kamen Riders as part of Rinko's police force. The Kamen Rider Mage (仮面ライダーメイジ, Kamen Raidā Meiji) films feature Shunpei as the hero. The Search for Magic Riders! (魔法ライダーを探せ！, Mahō Raidā o Sagase!) looks at past mystically-themed Kamen Riders. The Koyomi's Room: Premium (コヨミの部屋・プレミアム, Koyomi no Heya Puremiamu) films show Koyomi's various interests outside of helping Haruto.",1.1368,0.0,0,https://image.tmdb.org/t/p/w500/4tL6OqRkV1KGqL4qHyTBMCVJ6VK.jpg,
70266,Shougeki Gouraigan,2013-10-04,"In a world separate from the humans is a place called Chou Shinkai. In this world lives super beings called Hikaribito. However, among such people are those who commit crimes. Such people are known as Kageribito. The ruler of Chou Shinkai is the Shinkai King.  There are monsters in Chou Shinkai called Magii. When Magii appear in the human world, they can be seen by people with strong spiritual senses. Since ancient times, Magii have been called mononoke or youkai.  Hikaribito Gou and Navi travel across Chou Shinkai in their ship, the Bunba, to deliver the Kageribito to the land of exile. But when the transport mission goes wrong, Gou must gather a team of five brave people before the 1000 soldiers arrive in 100 days.",1.1996,7.9,8,https://image.tmdb.org/t/p/w500/QLVdkWXhnW9K44tY6Atw5fhhKJ.jpg,https://image.tmdb.org/t/p/w780/hbecshk3dPaJA5S8SRdJE4yEHGf.jpg
262243,Kamen Rider Gaim,2013-10-06,"In Zawame City, the Yggdrasil Corporation's roots are everywhere. To escape from the corporation's stifling presence, the dancing Beat Rider teams compete for street cred. But when Beat Riders start settling turf disputes using strange devices called Lockseeds, dimensional tears open across the city, unleashing the monstrous Inves. When ex-Beat Rider Kouta Kazuraba is caught up in an attack by a berserk Inves, he stumbles upon a high-tech device allowing him to transform into ""Armored Rider Gaim"" and defend his friends & the city.  Bad news:  Kouta's not the only Armored Rider in Zawame with something to prove, and soon a modern version of the Warring States era erupts between the masked warriors. Soon the Riders will learn this was never just a game...",1.2602,10.0,1,https://image.tmdb.org/t/p/w500/7ViUa7BwIFbAKbUBGbfKhugvAML.jpg,https://image.tmdb.org/t/p/w780/4Mkc0grDlt05aAyirBCuZB6rKU.jpg
116492,Armor Hero Lava,2013-11-29,"Ma Tian and Dr. Li create a dangerous virus for profit, but an accident causes it to spread, transforming people into monsters. Scientist Ke Guolong develops super-powered armors using the four elements of nature, and a group of young heroes, led by Duan Mu Yan, works to stop Ma Tian and fight the mutated creatures.",1.1677,10.0,1,https://image.tmdb.org/t/p/w500/rb6q44yfTzB3r9CcukndEjkXLBz.jpg,https://image.tmdb.org/t/p/w780/eUnmK6YfnldBVsrW4Vt8oEHtvfv.jpg
70545,World Conquest Zvezda Plot,2014-01-11,Tells the story of how a little girl was able to achieve world conquest with the use of her magical powers and faithful followers.,1.393,7.375,8,https://image.tmdb.org/t/p/w500/4HDPhATzKdLklNAe4gy1CvUWPTh.jpg,https://image.tmdb.org/t/p/w780/5AyQ561JjiKzLGuyTkW04uVz6SD.jpg
68696,Ressha Sentai ToQger,2014-02-16,"The evil empire, Shadow Line appeared to cover the world in darkness. Five childhood friends who have great imaginations were selected as the ToQgers to fight the Shadow Line.",3.3339,7.4,14,https://image.tmdb.org/t/p/w500/9peg2n1rU4kA3ng7Oyi5IFbE4ty.jpg,https://image.tmdb.org/t/p/w780/znDRSP53LI1THIep3mocQty1Ure.jpg
108611,GARO: Makai no Hana,2014-04-05,"Garo: Makai no Hana follows Raiga Saezima, the son of Kouga Saezima and Kaoru Mitsuki, who after his parents' disappearance when he was little, was trained by Silver Knight Zero to succeed his father as the new Golden Knight Garo.",0.7683,6.9,47,https://image.tmdb.org/t/p/w500/scXiLKLiSaUDpbSE78xinsRmPW4.jpg,https://image.tmdb.org/t/p/w780/2kxElNum4eccZhdDg4I3B3atsv0.jpg
70286,Kanpai Senshi After V,2014-04-07,"Kanpai Senshi After V (Cheers Warriors After V) is a parody Super Sentai, which started on Japanese TV in 2014. It follows the late night outs of the Sentai hero team Golden Warriors Treasure V, focusing on their drinking parties over their battles against evil. Their nights out consists of food and drinks at a restaurant which happens to be staffed by the villains they are fighting against, before heading to the karaoke bar.",0.5508,7.0,3,https://image.tmdb.org/t/p/w500/pDBm1F0N1z7cfF6Gu3kcHjZR8lP.jpg,https://image.tmdb.org/t/p/w780/s8d9APg2YqUkAtK837p3Jh5TKIy.jpg
227141,Fujiyama Ichiban,2014-09-28,"Dark Matter, an alien organization, has been freed from captivity and comes to earth, and can only be stopped by Sun, who transforms into Fujiyama Ichiban, a hero that dons solar powered armor.",0.4051,0.0,0,https://image.tmdb.org/t/p/w500/hagLI4WtdurWtj66Krj4iFlbwKX.jpg,
153910,Kamen Rider Drive,2014-10-05,"Shinnosuke Tomari is a former elite police officer in the Metropolitan Police who, after an event that traumatized one of his colleagues, has been ""demoted"" into the Special Investigations Division, a group that looks into the stranger happenings in the city, particularly the ""Heavy Acceleration"" events that leave people unable to move that the public have termed the ""Slowdown."" When he is chosen by the Drive Driver and Tridoron, Shinnosuke transforms into Kamen Rider Drive and is tasked with battling the Roidmudes who wish to take over the world by eliminating humanity.",1.6748,9.5,2,https://image.tmdb.org/t/p/w500/uc5bXmCXIvTdimGDPsalgoGR1XJ.jpg,https://image.tmdb.org/t/p/w780/3OTm6AC26GwEqFMmQmqhxir6NWK.jpg
137788,Ultraman Ginga S,2014-11-02,"In this new series, two years after Ginga's battle with Dark Lugiel ended, Hikaru and Tomoya joined the UPG (Ultra Party Guardians) after countless monster sightings appeared. Also, an Alien Chibu named Exceller plans to steal the Victorium Stone which believed to contained mysterious powers that located deep underground the Victorian civilization. Due to this, Shou, a Victorian Prince was sent by his mother to retrieve it with the help of Victory Lancer which enable him to become the ancient Ultra, Ultraman Victory.",2.7037,8.3,10,https://image.tmdb.org/t/p/w500/62c0hsfqi3EB9px96GLb7A8u6iz.jpg,https://image.tmdb.org/t/p/w780/otCJzKSPQjFZZZQcP25EpNN25Gx.jpg
74432,Shuriken Sentai Ninninger,2015-02-22,"The evil warlord Gengetsu Kibaoni was defeated 444 years ago by the Last Ninja, the head of the Igasaki Family. In 2015, the Kibaoni Army starts rebuilding their empire and use fear harvested from humans to revive him. Five members of the Igasaki family must use their Nintality to  transform into the Ninningers and fight to prevent the revival of Gengetsu Kibaoni.",3.8937,7.1,15,https://image.tmdb.org/t/p/w500/2VoJLmMD40IlyTkbW38GRfUa6PY.jpg,https://image.tmdb.org/t/p/w780/h1U87rGs6zyg4KHFtLiguYmt3O7.jpg
86776,Kamen Rider Drive: Secret Missions - Type SCU,2015-04-08,How was Tomari Shinnosuke recruited to the Special Crimes Unit? The mystery lies within the murder casefiles.,0.6299,8.0,2,https://image.tmdb.org/t/p/w500/jmGJDmiPsAghuSsZEybE1HHfO07.jpg,https://image.tmdb.org/t/p/w780/d8WmmcZYNKPxxB5wUyv0fhrUT0z.jpg
66631,Ultraman X,2015-07-14,"A solar flare has awakened Spark Dolls from the depths of the earth and the ocean! Fifteen years later, Daichi Ozora transforms into Ultraman X to battle threats from both aliens and monsters. He is also a member of Xio, a team created to battle the monstrous threats.",3.0177,8.333,9,https://image.tmdb.org/t/p/w500/aLkApQhMVe1R0PKdrHBSGHNnTdu.jpg,https://image.tmdb.org/t/p/w780/3CwmlupLIvVKjYIfZgEWg5wiiMa.jpg
154179,Kamen Rider Ghost,2015-10-04,"Takeru Tenkuuji, the son of a ghost hunter, is murdered by the evil Ganma and resurrected by a mysterious hermit and bestowns upon him the Ghost Driver and a Ghost Eyecon, an orb-shaped device which can see ghostly creatures like spirits of dead creatures, Ganma, and other Riders. The hermit tells Takeru that he has 99 days to gather 15 additional heroic Eyecons to be brought back to life permanently, and must fight the Ganma as Kamen Rider Ghost to obtain them.",0.9507,10.0,1,https://image.tmdb.org/t/p/w500/msHGlAvwc4tW3L4wbZ5LXiePYfl.jpg,https://image.tmdb.org/t/p/w780/eRrbh40cQJHau7SStr3NPih84Ue.jpg
157678,Armor Hero Captor,2015-11-27,"In 2069, the super-intelligent computer zombie king used synthetic body zombie puppets to control the world, and was resisted by humans. In order to rule the world and manage mankind, the super-intelligent computer dispatched infinite monsters, robots, and other zombie puppets back to 2016 to collect humanity’s Perceive the information code and provide it to the super-intelligent computer. In 2016, people who were deprived of their perceptual information codes became emotionless, like walking dead, and human society was brutally burned. The victim Su Xiaoxiao lost her memory and wandered in the city. Nangong Shinichi, who is full of enthusiasm and believes that as long as he works hard, he will succeed in taking in Su Xiaoxiao and is determined to help Su Xiaoxiao retrieve his memory. In the process of searching for their memories, they were constantly attacked by dead puppets.",0.7776,10.0,1,https://image.tmdb.org/t/p/w500/5YVxcNC0twDjpdDjMAiSKhLwUQy.jpg,https://image.tmdb.org/t/p/w780/weVQNFWb0UeEbCoiW5whUv144EG.jpg
68695,Doubutsu Sentai Zyuohger,2016-02-14,The human world is attacked by the space outlaw group the Dethgaliens who have chosen the Earth to be the site of their 100th Blood Game. One human and 4 anthropomorphic Zyumans awaken their instincts to become the Zyuohgers and fight to protect all living things.,3.4617,6.5,13,https://image.tmdb.org/t/p/w500/2yTiICLCkrfrmtko4SP96EwmKCx.jpg,https://image.tmdb.org/t/p/w780/rnAqjKcbYnOyUNz1Eust2R9E4Mx.jpg
100659,Amazon Riders,2016-04-01,"Dormant, experimental cells begin to awaken inside their human hosts, turning them into creatures called 'Amazons'. Two Amazons- Jin Takayama and Haruka Mizusawa- transform into Kamen Riders Amazon Alpha and Amazon Omega, aiming to exterminate the growing threat.",2.8736,8.5,17,https://image.tmdb.org/t/p/w500/bQhhO0nSRlnHSIlQUuVUkO8YlKw.jpg,https://image.tmdb.org/t/p/w780/wjMBJf4RNwfn8K1Skv7GWph3MbL.jpg
246507,Dancing Baby,2016-05-01,,0.6545,6.0,1,https://image.tmdb.org/t/p/w500/lFgEh1DMiPg7zw5CiFrcb9zB22I.jpg,https://image.tmdb.org/t/p/w780/cn4Qq5JeZxWrDGtennqULQfvRE6.jpg
67904,Ultraman Orb,2016-07-09,"A young man becomes the giant hero Ultraman Orb, a warrior of light, to battle monsters and aliens threatening Earth using the powers of his many predecessor guardians.",2.2247,8.1,14,https://image.tmdb.org/t/p/w500/y1sn57RylxVzRuwkGN9FPbfP4sP.jpg,https://image.tmdb.org/t/p/w780/92GxXCKBh7Q4TwBxpQeV2vWFwgC.jpg
262158,Kamen Rider Ex-Aid,2016-10-02,"The Bugster Virus, formed from video games, threatens humanity and seeks to turn Bugsters into complete beings. A hospital intern, Emu Hojo, and three other Kamen Riders (Brave, Snipe, and Lazer) must defeat the virus and save humanity.",1.8238,9.0,3,https://image.tmdb.org/t/p/w500/5Q7Hqe37pjjp7RSCwxH5IgpuEOT.jpg,https://image.tmdb.org/t/p/w780/2sMXfojk9pBFVVXRA69zV24ZUkN.jpg
69615,Zero: Dragon Blood,2017-01-07,"Rei Suzumura continues to hunt Horrors in a certain city. One day, he meets a young woman in love with photography, Alice Hiromi. After witnessing Makai Knight ZERO in action, she develops an interest in Rei. Meanwhile, a carriage crosses a far away bridge. The carriage contains a coffin in which a man lies. That man is none other than the Dragon Knight, who used the power of Dragons to hunt Horrors.",1.3545,7.0,5,https://image.tmdb.org/t/p/w500/fTVwmzR6TVGeoMoHx5sqm10JFIf.jpg,https://image.tmdb.org/t/p/w780/y7manO4TeQeZCu6tqUviTp1Yppv.jpg
103386,Uchu Sentai Kyuranger,2017-02-12,"All across the universe, the Jark Matter empire has conquered everything they see. Meanwhile, the insurgent force called ""Rebellion"" is established and gathers nine ultimate saviors from across the galaxy who are chosen by the Kyu Globes, magical spheres with the power of the constellations.",6.2042,7.7,12,https://image.tmdb.org/t/p/w500/8iytWcML0eVeuTbw4ckLf1cHb38.jpg,https://image.tmdb.org/t/p/w780/rHy8IcgKydtGzbugwfCD70Qc9zD.jpg
280314,泰拉星环,2017-03-22,,0.5874,10.0,1,https://image.tmdb.org/t/p/w500/p1UyvNfs3jgHF2gMJeaZPVtwJmP.jpg,https://image.tmdb.org/t/p/w780/gjXbFvID2vQfvmTk86pZgBQHAON.jpg
70476,Kamen Sentai Gorider,2017-03-25,"Five characters who ""should not be in this world"" have appeared before Emu. These characters are Kamen Riders who have either died or disappeared. The mystery behind their revival is linked both to someone manipulating strings behind the scenes and the ""ultimate superhero team"" Kamen Sentai Gorider.",0.9599,7.4,8,https://image.tmdb.org/t/p/w500/aMKiivHDEmE7V3WNt946ojxKnY.jpg,https://image.tmdb.org/t/p/w780/uq6jdfO27K77aeSsPb9mc3Hq9E8.jpg
128554,Power Rangers Dino Force Brave,2017-04-01,"Power Rangers Dino Force Brave is a South Korean-Japanese superhero series that serves as the sequel to Zyuden Sentai Kyoryuger’s Korean dub, Power Rangers Dino Force.  The show was later dubbed into Japanese and aired in Japan as Zyuden Sentai Kyoryuger Brave.",1.3821,7.5,12,https://image.tmdb.org/t/p/w500/7fVOuYEdogkUJagxJJkOsupXE1G.jpg,https://image.tmdb.org/t/p/w780/aq73Xh3bwqpO7lIwAOxq1UQ5QhZ.jpg
215739,MAGMIZER,2017-05-10,,1.4962,7.5,2,https://image.tmdb.org/t/p/w500/164escH5P1n49rV7xGy15UlCKJt.jpg,https://image.tmdb.org/t/p/w780/hFJ9hsUo0laa4bKJCmizeERT3de.jpg
73169,Ultraman Geed,2017-07-08,"After escaping from the raid of giant monster Skull Gomora, Riku Asakura and his partner Pega stumbled upon a secret base lied 500 m underground. Given the Geed Riser and Ultra Capsules by operating system Rem, he transforms into Ultraman Geed and becomes a hero that his childhood inspired.",3.8062,9.0,6,https://image.tmdb.org/t/p/w500/u6dKNxX3G7WoALemWxlbDVXdi9t.jpg,https://image.tmdb.org/t/p/w780/epxEjAHBtnX7sABk6g11jymJ0LJ.jpg
139653,Kamen Rider Build,2017-09-03,"10 years ago when the Pandora Box was discovered on Mars and brought to Earth, it's activated and creates a Skywall which divides Japan into Touto, Seito, and Hokuto resulting into untold chaos. Along with creating a complex power dynamic between the three regions, the event brings waves of monsters called Smash down on the country, who terrorize and attack the citizens. Sento Kiryu, an amnesiac taken in by a mysterious cafe owner named Soichi Isurugi who provides him with a belt called the Build Driver that allows him to turn into Kamen Rider Build, which he uses to fight the Smash on his own.",1.9388,7.0,3,https://image.tmdb.org/t/p/w500/j5wleNH0wSETDRfXErqGQvXW06Q.jpg,https://image.tmdb.org/t/p/w780/fq7KRio375bJznT2R0YNsE3gKu0.jpg
132358,The Legend of Armor Hero,2018-01-12,,0.5517,2.0,1,https://image.tmdb.org/t/p/w500/fGqJWW0rloL3hSyRszuRngfMI2Q.jpg,https://image.tmdb.org/t/p/w780/dWYDmJuMOn6dLI63tBLrkUYYW7i.jpg
84619,Kaitou Sentai Lupinranger vs. Keisatsu Sentai Patranger,2018-02-11,"The Lupin Collection, a vast ensemble of dangerous items acquired by the legendary gentleman thief Arsène Lupin, is stolen by an interdimensional crime syndicate known as the Ganglars. However, they receive opposition from two Super Sentai teams: the Lupinrangers, who aim to steal back the collection to live up their namesake's reputation and save those they have lost, and the Patrangers, who are tasked with upholding justice by retrieving the collection and taking down the Gangler.",3.3419,7.9,11,https://image.tmdb.org/t/p/w500/rF8ev6C92BhltZTbS2wz9AmSpRc.jpg,https://image.tmdb.org/t/p/w780/eVaNJRpo0NGip1zIndO73P2vmis.jpg
81959,Ultraman R/B,2018-07-07,"The two main characters, Katsumi and Isami Minato, are brothers who live with their younger sister and father who runs a specialty store. One day, they found the R/B Gyro and R/B Crystals, which transforms Katsumi into Ultraman Rosso and Isami into Ultraman Blu.",1.5595,8.4,7,https://image.tmdb.org/t/p/w500/aySvBToQIdAOMMXvnhydkQ1Kwbx.jpg,https://image.tmdb.org/t/p/w780/wKgyoeuDTuiCCIVhyfOOSAk1Gfx.jpg
258758,舞法天女之璀璨甜蜜,2018-07-23,,0.9717,6.0,1,https://image.tmdb.org/t/p/w500/ugcZr6CUxPkXel1SxMolmPvMOvb.jpg,https://image.tmdb.org/t/p/w780/jMYfVnHECQm6ThSeS0yOuyO45V3.jpg
84617,Keisatsu Sentai Patranger feat. Kaitou Sentai Lupinranger: The Other Patren #2,2018-08-04,"Keisatsu Sentai Patranger Feat. Kaitou Sentai Lupinranger: Another Patren 2gou is a web-exclusive series released on Toei Tokusatsu Fan Club, and is comprised two episodes. The events of the special episodes takes place before episode 27 of the main series. The plot revolves around the former police officer who had the role of Patren 2gou.",0.7573,10.0,1,https://image.tmdb.org/t/p/w500/AlSmmjsfzjSuhBDHVz7yHyqDMyc.jpg,https://image.tmdb.org/t/p/w780/o5eoR7lgMhqXqidJ8ee7tLOPA2O.jpg
261927,Kamen Rider Zi-O,2018-09-02,"Sougo Tokiwa who always dreamed of becoming a king encounters a mysterious girl who came from the future and warns him that he would become the king of all time, Kamen Rider Zi-O, who destined to rule the world.",2.0806,9.0,2,https://image.tmdb.org/t/p/w500/mfxCaDok0RsdjRaJ9R9lfCgLdGa.jpg,https://image.tmdb.org/t/p/w780/eZehJ9NuqALor1mkNgIUABsUxWk.jpg
157684,Armor Hero Hunter,2018-10-17,,1.4841,1.0,1,https://image.tmdb.org/t/p/w500/bLqV26okr4vsGRlmnBpq2TUy4QD.jpg,https://image.tmdb.org/t/p/w780/8A5UBpQ9KLl02BHob5LfJplduhS.jpg
120409,Kishiryu Sentai Ryusoulger,2019-03-17,"65 million years ago, the knights of the Ryusoul Tribe were selected to participate in a war campaign against the dictating Druidon Tribe who sought to rule Earth. But the Druidon's war campaign was halted by the meteor that brought the age of the dinosaurs to an end, forcing them to flee into space. Meanwhile, the Kishiryu were placed in a deep sleep as a failsafe should the Druidon return. The chosen knights choose to live in peace while passing their mantle down across generations. In the present day, the Druidon return to reclaim Earth as the current generation of knights, the Ryusoulgers, battle them with the support of Ui Tatsui and her father Naohisa Tatsui.",4.8962,8.1,10,https://image.tmdb.org/t/p/w500/q6XIuNXkR1vLFDuG55A1T8JZ5mj.jpg,https://image.tmdb.org/t/p/w780/m8TNcX1UmWfv0e9SmtCa9WOTqHJ.jpg
88597,Ultraman Taiga,2019-07-06,"Aliens have been emigrating to Earth secretly, but only a handful knows about this truth. Living in such a society, the main character Hiroyuki Kudo begins working at a private security organization E.G.I.S. (Enterprise of Guard and Investigation Services). The organization takes care of cases related with aliens, and Hiroyuki works day and night to protect peace. However, there lies a huge secret in him, which he himself is not aware of. He carries Ultraman Taiga’s “particle of light”. The new story begins as Taiga’s powers revive from Hiroyuki’s body!",2.0735,7.2,10,https://image.tmdb.org/t/p/w500/nJTT3rKPkbgNmPF7nRVaZlDFYiW.jpg,https://image.tmdb.org/t/p/w780/koPD4IamMcpawQg200QK56l0OSX.jpg
105851,舞法天女之绚彩归来,2019-07-23,,0.9878,8.0,2,https://image.tmdb.org/t/p/w500/sAYuEASLbDrsWWbbkb28XanXo80.jpg,https://image.tmdb.org/t/p/w780/nz8PsAnkFsyqa2ARCvjKj07tvsq.jpg
155371,Kamen Rider Zero-One,2019-09-01,"Humagears, created by the leading company for A.I., HIDEN Intelligence, serve humanity's every convenience. But a cyber-terrorist organization begins hacking the Humagears in a conspiracy that turns them into monsters. Aruto Hiden has taken over at HIDEN Intelligence, and along with the CEO's post, he also takes over the responsibility for Kamen Rider Zero-One by using his company's technology. Aruto tries to keep the peaceful world between humans and Humagears with his Humagear secretary, while A.I.M.S., a military squad, pursues the terrorists!",1.163,9.0,2,https://image.tmdb.org/t/p/w500/jx3p0jcUMb4jrxQ8MbUffQ2XHpG.jpg,https://image.tmdb.org/t/p/w780/gWb3SdAoaEng1s3akEfzU81K4qY.jpg
106803,Mashin Sentai Kiramager,2020-03-08,"After the kingdom of Crystalia is plunged into a deep darkness by Yodonheim, the army of darkness. Princess Mabushina, comes to Earth with the Kiramai Stones to find individuals with strong ""shining spirits"" to become the Kiramagers and fight against the Yodonheim Army.",3.891,8.2,11,https://image.tmdb.org/t/p/w500/6TEM6hXTkMiIt5TWnea7mlI37Sk.jpg,https://image.tmdb.org/t/p/w780/yuKiwB9FTfisZeilVMb2ThFzgEJ.jpg
234575,GARO -VERSUS ROAD-,2020-04-02,"After hearing the rumor about a mysterious virtual reality headset which allows the wearer to participate in Versus Road game from his friend Hoshiai, Kuon finds himself acquired one of said headsets and enters the game along with 99 chosen players. There, the ring mistress of the game, Shuka, presents a golden suit of armor as the game's grand prize and explains that the first level's goal is to survive by any means necessary as their numbers are getting halved. To increase the challenge, two biomechanical demon beasts, Horrors, are released upon the players where the demons will devour those who failed to escape their grasp.",0.6373,7.5,2,https://image.tmdb.org/t/p/w500/r9Ap7jNpydcv1CKLn2RJyiDN1WV.jpg,https://image.tmdb.org/t/p/w780/iSgIXEOmndmoCtJ5AG7ClGQ18I1.jpg
101005,Ultraman Z,2020-06-20,"The newest Ultra Hero is Ultraman Zett, the disciple of Ultraman Zero, who is now celebrating his tenth anniversary! An admirer of Zero, Zett worked hard to become a member of the “Inter Galactic Defense Force.” With a passion inherited from his teacher Zero, Zett is an Ultraman who always looks forward and forges ahead.",2.237,8.8,14,https://image.tmdb.org/t/p/w500/9xE0tlBJjWZNjY7BbY0fRaNCe9p.jpg,https://image.tmdb.org/t/p/w780/iLQucv01matzXCUNjflrv6umUKV.jpg
123593,Police × Warrior Love Patrina !,2020-07-26,,0.7605,7.2,4,https://image.tmdb.org/t/p/w500/eiI2E3NbSKc0SWa5DCTH9ddNNmv.jpg,
